20150923-8,0,11,0,369,371
20150923-8,0,11,2,369,371
20150923-8,0,11,5,369,371
20150923-8,0,11,7,369,371
20150923-8,0,11,10,369,371
20150923-8,0,11,12,369,371
20150923-8,0,11,15,369,371
20150923-8,0,11,27,369,371
20150923-8,0,11,39,369,371
20150923-8,0,11,52,369,371
20150923-8,0,11,65,369,370
20150923-8,0,11,77,369,371
20150923-8,0,11,90,369,371
20150923-8,0,11,102,369,371
20150923-8,0,11,115,369,371
20150923-8,0,11,130,369,371
20150923-8,0,11,143,369,371
20150923-8,0,11,156,369,371
20150923-8,0,11,170,369,371
20150923-8,0,11,183,370,371
20150923-8,0,11,197,370,372
20150923-8,0,11,210,371,373
20150923-8,0,11,224,372,374
20150923-8,0,11,237,373,375
20150923-8,0,11,250,374,376
20150923-8,0,11,265,375,377
20150923-8,0,11,278,377,380
20150923-8,0,11,291,379,380
20150923-8,0,11,305,380,382
20150923-8,0,11,318,381,383
20150923-8,0,11,332,380,383
20150923-8,0,11,346,381,383
20150923-8,0,11,359,379,382
20150923-8,0,11,372,376,378
20150923-8,0,11,386,373,375
20150923-8,0,11,400,372,374
20150923-8,0,11,413,370,372
20150923-8,0,11,427,369,371
20150923-8,0,11,440,369,371
20150923-8,0,11,453,369,371
20150923-8,0,11,468,369,371
20150923-8,0,11,481,369,371
20150923-8,0,11,494,369,371
20150923-8,0,11,507,370,371
20150923-8,0,11,521,369,371
20150923-8,0,11,535,369,371
20150923-8,0,11,548,369,371
20150923-8,0,11,562,369,371
20150923-8,0,11,575,368,371
20150923-8,0,11,588,368,371
20150923-8,0,11,603,369,371
20150923-8,0,11,616,368,370
20150923-8,0,11,629,367,369
20150923-8,0,11,643,367,369
20150923-8,0,11,656,366,368
20150923-8,0,11,670,364,365
20150923-8,0,11,684,362,364
20150923-8,0,11,697,360,362
20150923-8,0,11,710,359,361
20150923-8,0,11,724,359,361
20150923-8,0,11,738,359,360
20150923-8,0,11,751,358,360
20150923-8,0,11,764,358,360
20150923-8,0,11,778,360,362
20150923-8,0,11,791,364,366
20150923-8,0,11,805,367,369
20150923-8,0,11,819,369,371
20150923-8,0,11,832,369,371
20150923-8,0,11,845,369,371
20150923-8,0,11,860,369,371
20150923-8,0,11,873,369,371
20150923-8,0,11,886,369,371
20150923-8,0,11,900,369,371
20150923-8,0,11,913,369,371
20150923-8,0,11,927,369,371
20150923-8,0,11,941,369,371
20150923-8,0,11,954,369,371
20150923-8,0,11,967,369,371
20150923-8,0,11,981,369,371
20150923-8,0,11,995,369,372
20150923-8,0,11,1008,370,371
20150923-8,0,11,1023,369,371
20150923-8,0,11,1037,369,370
20150923-8,0,11,1051,369,371
20150923-8,0,11,1067,369,371
20150923-8,0,11,1081,369,371
20150923-8,0,8,0,369,371
20150923-8,0,8,3,369,371
20150923-8,0,8,5,369,371
20150923-8,0,8,8,369,371
20150923-8,0,8,10,369,371
20150923-8,0,8,13,369,371
20150923-8,0,8,16,369,371
20150923-8,0,8,25,369,371
20150923-8,0,8,38,369,371
20150923-8,0,8,50,369,371
20150923-8,0,8,63,369,371
20150923-8,0,8,75,369,371
20150923-8,0,8,87,369,371
20150923-8,0,8,101,369,371
20150923-8,0,8,114,369,371
20150923-8,0,8,127,369,370
20150923-8,0,8,140,369,371
20150923-8,0,8,154,369,371
20150923-8,0,8,168,369,371
20150923-8,0,8,181,369,371
20150923-8,0,8,195,369,371
20150923-8,0,8,208,369,371
20150923-8,0,8,221,370,372
20150923-8,0,8,236,370,372
20150923-8,0,8,249,370,373
20150923-8,0,8,262,371,373
20150923-8,0,8,276,372,374
20150923-8,0,8,289,373,375
20150923-8,0,8,303,376,378
20150923-8,0,8,317,378,380
20150923-8,0,8,330,381,383
20150923-8,0,8,343,383,385
20150923-8,0,8,357,385,387
20150923-8,0,8,371,387,389
20150923-8,0,8,384,389,390
20150923-8,0,8,397,391,393
20150923-8,0,8,411,393,396
20150923-8,0,8,424,395,398
20150923-8,0,8,438,396,398
20150923-8,0,8,452,396,397
20150923-8,0,8,465,394,396
20150923-8,0,8,478,391,392
20150923-8,0,8,492,385,387
20150923-8,0,8,506,380,382
