20150907-0,0,12,0,365,367
20150907-0,0,12,4,365,367
20150907-0,0,12,6,365,368
20150907-0,0,12,9,365,367
20150907-0,0,12,11,365,367
20150907-0,0,12,14,366,367
20150907-0,0,12,16,364,367
20150907-0,0,12,25,365,368
20150907-0,0,12,38,366,367
20150907-0,0,12,51,365,367
20150907-0,0,12,63,365,367
20150907-0,0,12,75,365,367
20150907-0,0,12,87,365,367
20150907-0,0,12,101,366,367
20150907-0,0,12,114,365,367
20150907-0,0,12,127,365,367
20150907-0,0,12,141,366,367
20150907-0,0,12,154,365,366
20150907-0,0,12,168,366,367
20150907-0,0,12,182,365,367
20150907-0,0,12,195,366,367
20150907-0,0,12,208,365,367
20150907-0,0,12,222,366,367
20150907-0,0,12,236,365,367
20150907-0,0,12,249,366,367
20150907-0,0,12,263,366,367
20150907-0,0,12,276,365,367
20150907-0,0,12,289,365,367
20150907-0,0,12,304,365,367
20150907-0,0,12,317,365,367
20150907-0,0,12,330,365,367
20150907-0,0,12,343,365,367
20150907-0,0,12,357,365,367
20150907-0,0,12,371,365,367
20150907-0,0,12,384,365,367
20150907-0,0,12,398,366,367
20150907-0,0,12,411,365,367
20150907-0,0,12,424,366,366
20150907-0,0,12,439,365,367
20150907-0,0,12,452,365,366
20150907-0,0,12,465,366,367
20150907-0,0,12,479,365,367
20150907-0,0,12,492,365,367
20150907-0,0,12,506,365,367
20150907-0,0,12,520,366,367
20150907-0,0,12,533,365,367
20150907-0,0,12,546,366,367
20150907-0,0,12,561,366,367
20150907-0,0,12,574,368,367
20150907-0,0,12,587,369,367
20150907-0,0,12,601,373,367
20150907-0,0,12,614,377,367
20150907-0,0,12,628,383,367
20150907-0,0,12,641,388,367
20150907-0,0,12,655,392,367
20150907-0,0,12,668,398,367
20150907-0,0,12,681,401,367
20150907-0,0,12,696,404,367
20150907-0,0,12,709,407,367
20150907-0,0,12,722,411,367
20150907-0,0,12,736,414,367
20150907-0,0,12,749,416,368
20150907-0,0,12,763,418,367
20150907-0,0,12,777,420,367
20150907-0,0,12,790,422,367
20150907-0,0,12,803,422,367
20150907-0,0,12,817,421,367
20150907-0,0,12,831,419,367
20150907-0,0,12,844,411,367
20150907-0,0,12,858,400,367
20150907-0,0,12,871,390,367
20150907-0,0,12,884,381,367
20150907-0,0,12,898,375,367
20150907-0,0,12,912,370,367
20150907-0,0,12,925,367,367
20150907-0,0,12,938,366,367
20150907-0,0,12,952,366,367
20150907-0,0,12,966,366,367
20150907-0,0,12,979,365,367
20150907-0,0,12,993,366,367
20150907-0,0,12,1006,365,367
20150907-0,0,12,1020,365,367
20150907-0,0,12,1036,365,367
20150907-0,0,12,1050,365,367
20150907-0,0,12,1064,365,366
20150907-0,0,12,1079,366,367
20150907-0,0,12,1094,365,367
20150907-0,0,12,1108,365,367
20150907-0,0,12,1123,364,367
20150907-0,0,12,1137,363,367
20150907-0,0,12,1151,360,367
20150907-0,0,12,1167,359,367
20150907-0,0,12,1181,357,367
20150907-0,0,12,1195,354,367
20150907-0,0,12,1210,350,366
20150907-0,0,12,1224,347,367
20150907-0,0,12,1239,345,366
20150907-0,0,12,1254,343,367
20150907-0,0,12,1268,342,367
20150907-0,0,12,1282,341,367
20150907-0,0,12,1298,340,367
20150907-0,0,12,1312,338,366
20150907-0,0,12,1327,340,367
20150907-0,0,12,1341,341,367
20150907-0,0,12,1355,342,367
20150907-0,0,12,1371,342,367
20150907-0,0,12,1385,344,367
20150907-0,0,12,1399,346,367
20150907-0,0,12,1414,347,367
20150907-0,0,12,1429,348,367
20150907-0,0,12,1443,349,367
20150907-0,0,12,1458,350,367
20150907-0,0,12,1472,351,367
20150907-0,0,12,1486,352,367
20150907-0,0,12,1502,353,367
20150907-0,0,12,1516,355,367
20150907-0,0,12,1530,356,367
20150907-0,0,12,1545,358,367
20150907-0,0,12,1560,360,367
20150907-0,0,12,1574,362,367
20150907-0,0,12,1589,363,367
20150907-0,0,12,1603,364,366
20150907-0,0,12,1617,365,367
20150907-0,0,12,1633,364,367
20150907-0,0,12,1647,364,367
20150907-0,0,12,1661,365,367
20150907-0,0,12,1676,365,367
20150907-0,0,12,1690,365,367
20150907-0,0,12,1705,365,367
20150907-0,0,12,1720,365,367
20150907-0,0,12,1734,365,367
20150907-0,0,12,1748,365,367
20150907-0,0,12,1764,365,367
20150907-0,0,4,0,365,367
20150907-0,0,4,3,366,367
20150907-0,0,4,5,365,367
20150907-0,0,4,8,365,367
20150907-0,0,4,10,365,367
20150907-0,0,4,13,365,367
20150907-0,0,4,15,365,367
20150907-0,0,4,24,365,367
20150907-0,0,4,37,365,367
20150907-0,0,4,50,366,367
20150907-0,0,4,62,365,367
20150907-0,0,4,74,365,367
20150907-0,0,4,87,365,367
20150907-0,0,4,99,365,367
20150907-0,0,4,112,365,367
20150907-0,0,4,126,365,367
20150907-0,0,4,139,365,367
20150907-0,0,4,152,365,367
20150907-0,0,4,166,365,366
20150907-0,0,4,180,365,367
20150907-0,0,4,193,365,367
20150907-0,0,4,207,365,367
20150907-0,0,4,220,365,367
20150907-0,0,4,233,365,367
20150907-0,0,4,248,365,367
20150907-0,0,4,261,365,367
20150907-0,0,4,274,365,366
20150907-0,0,4,287,365,367
20150907-0,0,4,301,365,367
20150907-0,0,4,315,365,367
20150907-0,0,4,328,365,367
20150907-0,0,4,342,365,367
20150907-0,0,4,355,365,367
20150907-0,0,4,368,365,367
20150907-0,0,4,383,365,367
20150907-0,0,4,396,365,367
20150907-0,0,4,409,365,367
20150907-0,0,4,423,365,367
20150907-0,0,4,436,365,367
20150907-0,0,4,450,365,367
20150907-0,0,4,464,365,367
20150907-0,0,4,477,366,367
20150907-0,0,4,490,365,367
20150907-0,0,4,505,365,367
20150907-0,0,4,518,365,367
20150907-0,0,4,531,365,367
20150907-0,0,4,545,365,367
20150907-0,0,4,558,366,367
20150907-0,0,4,572,365,367
20150907-0,0,4,585,365,367
20150907-0,0,4,599,366,367
20150907-0,0,4,612,367,367
20150907-0,0,4,625,368,367
20150907-0,0,4,640,371,366
20150907-0,0,4,653,378,367
20150907-0,0,4,666,384,367
20150907-0,0,4,680,390,367
20150907-0,0,4,693,395,367
20150907-0,0,4,707,399,367
20150907-0,0,4,721,403,367
20150907-0,0,4,734,405,367
20150907-0,0,4,747,405,367
20150907-0,0,4,761,402,367
20150907-0,0,4,775,393,366
20150907-0,0,4,788,379,367
20150907-0,0,4,802,370,367
20150907-0,0,4,815,366,367
20150907-0,0,4,828,366,367
20150907-0,0,4,842,365,367
20150907-0,0,4,856,365,367
20150907-0,0,4,869,365,367
20150907-0,0,4,882,365,367
20150907-0,0,4,896,365,367
20150907-0,0,4,910,365,367
20150907-0,0,4,923,365,367
20150907-0,0,4,937,364,367
20150907-0,0,4,950,360,367
20150907-0,0,4,963,355,367
