20150923-3,0,12,0,368,371
20150923-3,0,12,2,369,371
20150923-3,0,12,5,369,371
20150923-3,0,12,7,369,371
20150923-3,0,12,10,369,371
20150923-3,0,12,12,369,371
20150923-3,0,12,15,369,371
20150923-3,0,12,25,369,371
20150923-3,0,12,37,370,371
20150923-3,0,12,49,369,371
20150923-3,0,12,63,369,371
20150923-3,0,12,75,369,371
20150923-3,0,12,87,369,371
20150923-3,0,12,99,369,371
20150923-3,0,12,112,370,371
20150923-3,0,12,125,369,371
20150923-3,0,12,139,369,371
20150923-3,0,12,153,369,371
20150923-3,0,12,166,369,371
20150923-3,0,12,179,369,371
20150923-3,0,12,193,369,371
20150923-3,0,12,207,369,371
20150923-3,0,12,220,369,371
20150923-3,0,12,234,369,371
20150923-3,0,12,247,369,371
20150923-3,0,12,260,369,371
20150923-3,0,12,274,369,371
20150923-3,0,12,288,369,371
20150923-3,0,12,301,369,371
20150923-3,0,12,314,369,371
20150923-3,0,12,329,369,371
20150923-3,0,12,342,369,371
20150923-3,0,12,355,369,371
20150923-3,0,12,369,369,371
20150923-3,0,12,382,369,371
20150923-3,0,12,396,369,371
20150923-3,0,12,410,369,371
20150923-3,0,12,423,369,371
20150923-3,0,12,436,369,371
20150923-3,0,12,450,369,371
20150923-3,0,12,464,369,371
20150923-3,0,12,477,369,371
20150923-3,0,12,491,369,371
20150923-3,0,12,504,369,371
20150923-3,0,12,517,369,371
20150923-3,0,12,532,369,371
20150923-3,0,12,545,369,371
20150923-3,0,12,558,368,371
20150923-3,0,12,571,369,371
20150923-3,0,12,585,369,371
20150923-3,0,12,599,369,371
20150923-3,0,12,612,369,371
20150923-3,0,12,626,369,371
20150923-3,0,12,639,369,371
20150923-3,0,12,652,369,371
20150923-3,0,12,667,370,371
20150923-3,0,12,680,370,372
20150923-3,0,12,693,371,373
20150923-3,0,12,707,371,374
20150923-3,0,12,720,373,375
20150923-3,0,12,734,375,376
20150923-3,0,12,748,375,378
20150923-3,0,12,761,377,380
20150923-3,0,12,774,380,382
20150923-3,0,12,788,382,384
20150923-3,0,12,802,383,385
20150923-3,0,12,815,385,387
20150923-3,0,12,828,388,390
20150923-3,0,12,842,389,391
20150923-3,0,12,855,391,393
20150923-3,0,12,869,392,394
20150923-3,0,12,883,393,395
20150923-3,0,12,896,394,395
20150923-3,0,12,909,395,396
20150923-3,0,12,923,394,396
20150923-3,0,12,937,392,394
20150923-3,0,12,950,390,391
20150923-3,0,12,964,387,388
20150923-3,0,12,977,384,386
20150923-3,0,12,990,382,384
20150923-3,0,12,1005,380,382
20150923-3,0,12,1019,378,380
20150923-3,0,12,1033,377,378
20150923-3,0,12,1048,375,377
20150923-3,0,12,1063,373,375
20150923-3,0,12,1077,371,373
20150923-3,0,12,1092,370,372
20150923-3,0,12,1106,369,372
20150923-3,0,12,1120,369,371
20150923-3,0,12,1136,369,371
20150923-3,0,12,1150,369,371
20150923-3,0,12,1164,369,371
20150923-3,0,12,1179,369,371
20150923-3,0,12,1194,369,371
20150923-3,0,12,1208,369,371
20150923-3,0,12,1223,369,371
20150923-3,0,12,1237,369,371
20150923-3,0,12,1251,369,371
20150923-3,0,12,1267,369,371
20150923-3,0,12,1281,369,371
20150923-3,0,12,1295,368,371
20150923-3,0,12,1310,369,371
20150923-3,0,12,1324,368,371
20150923-3,0,12,1339,368,370
20150923-3,0,12,1354,368,370
20150923-3,0,12,1368,367,369
20150923-3,0,12,1382,366,368
20150923-3,0,12,1398,365,367
20150923-3,0,12,1412,363,365
