20150923-1,0,14,0,369,371
20150923-1,0,14,2,369,371
20150923-1,0,14,5,369,371
20150923-1,0,14,8,369,371
20150923-1,0,14,10,369,371
20150923-1,0,14,13,369,371
20150923-1,0,14,15,369,371
20150923-1,0,14,24,370,371
20150923-1,0,14,37,369,371
20150923-1,0,14,50,369,370
20150923-1,0,14,62,369,371
20150923-1,0,14,75,368,371
20150923-1,0,14,87,368,371
20150923-1,0,14,99,369,371
20150923-1,0,14,113,369,371
20150923-1,0,14,126,369,371
20150923-1,0,14,139,369,371
20150923-1,0,14,152,369,371
20150923-1,0,14,166,369,371
20150923-1,0,14,180,369,371
20150923-1,0,14,193,369,371
20150923-1,0,14,207,369,371
20150923-1,0,14,220,369,371
20150923-1,0,14,233,369,371
20150923-1,0,14,248,369,371
20150923-1,0,14,261,369,371
20150923-1,0,14,274,369,371
20150923-1,0,14,288,369,371
20150923-1,0,14,301,369,371
20150923-1,0,14,315,369,371
20150923-1,0,14,329,369,371
20150923-1,0,14,342,369,371
20150923-1,0,14,355,369,371
20150923-1,0,14,369,368,371
20150923-1,0,14,383,369,371
20150923-1,0,14,396,369,371
20150923-1,0,14,409,369,371
20150923-1,0,14,423,369,371
20150923-1,0,14,436,369,371
20150923-1,0,14,450,369,371
20150923-1,0,14,464,369,371
20150923-1,0,14,477,369,371
20150923-1,0,14,490,369,371
20150923-1,0,14,504,369,371
20150923-1,0,14,518,369,371
20150923-1,0,14,531,369,371
20150923-1,0,14,545,369,371
20150923-1,0,14,558,369,371
20150923-1,0,14,571,369,371
20150923-1,0,14,586,370,372
20150923-1,0,14,599,371,372
20150923-1,0,14,612,371,373
20150923-1,0,14,626,372,374
20150923-1,0,14,640,372,374
20150923-1,0,14,653,373,375
20150923-1,0,14,667,376,378
20150923-1,0,14,680,377,379
20150923-1,0,14,693,379,380
20150923-1,0,14,707,380,382
20150923-1,0,14,721,383,384
20150923-1,0,14,734,384,386
20150923-1,0,14,747,385,387
20150923-1,0,14,761,387,389
20150923-1,0,14,775,388,391
20150923-1,0,14,788,389,391
20150923-1,0,14,802,391,393
20150923-1,0,14,815,393,394
20150923-1,0,14,828,394,396
20150923-1,0,14,843,395,397
20150923-1,0,14,856,396,399
20150923-1,0,14,869,398,400
20150923-1,0,14,883,399,401
20150923-1,0,14,896,399,402
