asdf,0,3,0,367,366
asdf,0,3,3,367,366
asdf,0,3,5,367,367
asdf,0,3,8,367,366
asdf,0,3,10,367,366
asdf,0,3,13,367,367
asdf,0,3,15,367,367
asdf,0,3,26,367,367
asdf,0,3,38,367,366
asdf,0,3,50,367,366
asdf,0,3,63,367,367
asdf,0,3,75,367,366
asdf,0,3,88,367,366
asdf,0,3,100,367,366
asdf,0,3,114,367,367
asdf,0,3,127,367,367
asdf,0,3,140,366,367
asdf,0,3,155,367,366
asdf,0,3,168,366,367
asdf,0,3,181,367,366
asdf,0,3,195,367,366
asdf,0,3,208,367,367
asdf,0,3,222,367,366
asdf,0,3,236,367,367
asdf,0,3,249,367,366
asdf,0,3,262,367,367
asdf,0,3,276,367,366
asdf,0,3,290,367,366
asdf,0,3,303,367,367
asdf,0,3,316,367,367
asdf,0,3,330,367,367
asdf,0,3,343,367,367
asdf,0,3,357,367,367
asdf,0,3,371,366,366
asdf,0,3,384,367,367
asdf,0,3,397,367,367
asdf,0,3,411,367,367
asdf,0,3,425,367,367
asdf,0,3,438,367,367
asdf,0,3,452,367,367
asdf,0,3,465,367,367
asdf,0,3,478,367,367
asdf,0,3,493,368,367
asdf,0,3,506,368,368
asdf,0,3,519,369,368
asdf,0,3,533,369,368
asdf,0,3,546,369,369
asdf,0,3,560,370,370
asdf,0,3,573,371,371
asdf,0,3,587,374,374
asdf,0,3,600,378,377
asdf,0,3,613,380,380
asdf,0,3,628,382,382
asdf,0,3,641,385,385
asdf,0,3,654,390,389
asdf,0,3,668,396,396
asdf,0,3,682,402,401
asdf,0,3,695,406,405
asdf,0,3,709,407,406
asdf,0,3,722,401,401
asdf,0,3,735,391,391
asdf,0,3,750,383,382
asdf,0,3,763,376,376
asdf,0,3,776,372,372
asdf,0,3,790,370,369
asdf,0,3,803,367,367
asdf,0,3,817,367,367
asdf,0,3,831,367,367
asdf,0,3,844,367,367
asdf,0,3,857,366,366
asdf,0,3,870,366,366
asdf,0,3,885,365,365
asdf,0,3,898,365,365
asdf,0,3,911,363,362
asdf,0,3,925,360,360
asdf,0,3,938,355,355
asdf,0,3,952,349,348
asdf,0,3,966,343,343
asdf,0,3,979,337,336
asdf,0,3,992,332,332
asdf,0,3,1006,331,330
asdf,0,3,1021,332,331
asdf,0,3,1035,334,334
asdf,0,3,1050,336,336
asdf,0,3,1064,340,340
asdf,0,3,1078,346,345
asdf,0,3,1094,354,353
