20150904-3,0,11,0,367,368
20150904-3,0,11,2,368,369
20150904-3,0,11,5,367,369
20150904-3,0,11,7,367,369
20150904-3,0,11,10,367,369
20150904-3,0,11,12,367,369
20150904-3,0,11,15,367,369
20150904-3,0,11,24,367,369
20150904-3,0,11,37,367,369
20150904-3,0,11,49,367,369
20150904-3,0,11,62,367,369
20150904-3,0,11,75,367,369
20150904-3,0,11,87,367,369
20150904-3,0,11,99,367,369
20150904-3,0,11,111,367,369
20150904-3,0,11,126,367,369
20150904-3,0,11,139,367,368
20150904-3,0,11,152,367,369
20150904-3,0,11,166,367,368
20150904-3,0,11,179,368,369
20150904-3,0,11,193,367,369
20150904-3,0,11,207,367,368
20150904-3,0,11,220,367,369
20150904-3,0,11,233,367,369
20150904-3,0,11,247,367,369
20150904-3,0,11,261,367,368
20150904-3,0,11,274,367,369
20150904-3,0,11,288,367,369
20150904-3,0,11,301,367,368
20150904-3,0,11,314,368,369
20150904-3,0,11,329,367,369
20150904-3,0,11,342,367,368
20150904-3,0,11,355,367,369
20150904-3,0,11,368,368,369
20150904-3,0,11,382,368,369
20150904-3,0,11,396,367,369
20150904-3,0,11,409,367,369
20150904-3,0,11,423,368,369
20150904-3,0,11,436,367,369
20150904-3,0,11,449,367,368
20150904-3,0,11,464,367,369
20150904-3,0,11,477,367,369
20150904-3,0,11,490,367,369
20150904-3,0,11,504,367,369
20150904-3,0,11,517,368,369
20150904-3,0,11,531,368,369
20150904-3,0,11,545,368,369
20150904-3,0,11,558,368,369
20150904-3,0,11,571,371,368
20150904-3,0,11,585,373,369
20150904-3,0,11,599,378,369
20150904-3,0,11,612,382,369
20150904-3,0,11,626,385,369
20150904-3,0,11,639,388,368
20150904-3,0,11,652,389,369
20150904-3,0,11,666,391,368
20150904-3,0,11,680,392,369
20150904-3,0,11,693,391,369
20150904-3,0,11,706,390,369
20150904-3,0,11,720,387,369
20150904-3,0,11,734,384,369
20150904-3,0,11,747,379,369
20150904-3,0,11,761,375,369
20150904-3,0,11,774,372,369
20150904-3,0,11,788,370,369
20150904-3,0,11,802,368,369
20150904-3,0,11,815,368,368
20150904-3,0,11,828,368,369
20150904-3,0,11,842,367,368
20150904-3,0,11,856,367,368
20150904-3,0,11,869,367,369
20150904-3,0,11,883,367,369
20150904-3,0,11,896,367,369
20150904-3,0,11,909,367,369
20150904-3,0,11,923,367,368
20150904-3,0,11,937,367,369
20150904-3,0,11,950,367,369
20150904-3,0,11,963,367,369
20150904-3,0,11,977,367,369
20150904-3,0,11,991,367,369
20150904-3,0,11,1004,366,369
20150904-3,0,11,1019,365,369
20150904-3,0,11,1033,364,368
20150904-3,0,11,1047,362,369
20150904-3,0,11,1063,359,368
20150904-3,0,11,1077,356,368
